period,numberOfSharesMktCap,marketCap,dividendYield,pe,pb,ps,priceToCashFlow,evToEbitda,cashRatio,quickRatio,currentRatio,ownersEquity,debtPerEquity,debtToEquity,roe,roa,daySaleOutstanding,daysInventoryOutstanding,daysPayableOutstanding,grossMargin,ebitMargin,preTaxProfitMargin,afterTaxProfitMargin,assetTurnover,netInterestMargin,averageYieldOnEarningAssets,averageCostOfFinancing,nonAndInterestIncome,costToIncome,loansGrowth,depositGrowth,equityToLiabilities,equityToLoans,totalEquityTotalAsset,ldrLoanDepositRatio,npl,loansLossReservesToNPLs,loansLossReserveToLoans,provisionToOutstandingLoans,ebit,ebitda,roic,cashCycle,fixedAssetTurnover,financialLeverage,cir,car,equity,casaRatio,nob66,nob69,nob70,bsb113
2018,3418715334,118971293623200.0,0.0175438596,24.3057895828,2.6480266027,3.0664872052,7.0128535279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1458973462,0.0059967149,0.0,0.0,0.0,0.6376840695,0.0,0.2129463345,0.1695439266,0.0,0.0286838911,0.0739124434,-0.0473646563,0.2656261622,-0.3623159305,0.1405646999,0.1508002534,0.0433468889,0.0551727748,0.0415459991,0.9990578941,0.0190165647,-0.6597499311,0.0125461773,-0.0203636449,0.0,0.0,0.0,0.0,0.0,0.0,-0.3623159305,0.0902,,0.1714091637,161859416000000.0,0.0,7779289000000.0,989671155000000.0
2019,4022018040,143183842224000.0,0.0200501253,24.2689924162,2.1534224355,3.3348791137,4.7556429019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1293111912,0.006099017,0.0,0.0,0.0,0.6413825787,0.0,0.2230243651,0.177629608,0.0,0.0264444682,0.0740513927,-0.0502763486,0.3315640297,-0.3586174213,0.1297200106,0.1257907421,0.0549831791,0.0695193564,0.0521175884,1.0025448359,0.0174542893,-0.7505042724,0.0130995187,-0.0191210187,0.0,0.0,0.0,0.0,0.0,0.0,-0.3586174213,0.0877,,0.1713657925,178383601000000.0,0.0,12545760000000.0,1114162624000000.0
2020,4022018040,164902739640000.0,0.0053908356,29.0859917855,1.9527932079,2.9821219972,-2.1971829438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091844675,0.00480507,0.0,0.0,0.0,0.6464034798,0.0,0.1803908512,0.1443640548,0.0,0.0245265963,0.0689872218,-0.0471628408,0.3935010502,-0.3535965202,0.0871066307,0.1009828508,0.0554241092,0.0655907765,0.0525135902,0.9899092778,0.0175981964,-0.8917392135,0.0156930018,-0.0200042912,0.0,0.0,0.0,0.0,0.0,0.0,-0.3535965202,0.0,,0.1857382612,221331066000000.0,0.0,6509219000000.0,1226673942000000.0
2021,5058523816,188430012146000.0,0.0,23.0608054977,2.3486954035,3.1244543565,2.8343535258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130636895,0.0066137946,0.0,0.0,0.0,0.6885239606,0.0,0.2167839244,0.1734775477,0.0,0.029167004,0.062919477,-0.035921651,0.3306658513,-0.3114760394,0.1155704513,0.1253176184,0.0515284341,0.0637287359,0.0490033673,0.9813349775,0.0099999923,-2.1484599946,0.0214845834,-0.0229518465,0.0,0.0,0.0,0.0,0.0,0.0,-0.3114760394,0.0897,,0.197491779,267330692000000.0,0.0,5286525000000.0,1380397799000000.0
2022,5058523816,224851383621200.0,0.0,14.2787872055,2.2071445599,3.1551052915,1.6566813411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1933666665,0.0094892149,0.0,0.0,0.0,0.6758165896,0.0,0.3306794599,0.2647221474,0.0,0.0293024091,0.0632933091,-0.0362542449,0.2358102821,-0.3241834104,0.123715512,0.0675170238,0.051670796,0.068446005,0.0491321013,1.0329964882,0.011576784,-2.1691609308,0.0251119076,-0.0166956558,0.0,0.0,0.0,0.0,0.0,0.0,-0.3241834104,0.0934,,0.1892928863,266760543000000.0,4693144000000.0,7487960000000.0,1473598150000000.0
2023,5700435900,304403277060000.0,0.0,11.3690125267,1.8155219138,2.9316877571,-3.0141717557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193643658,0.0099409319,0.0,0.0,0.0,0.6564914171,0.0,0.3778628131,0.3010030526,0.0,0.0257860983,0.0701715258,-0.0474524649,0.2943263456,-0.3435085829,0.1678094365,0.1568216104,0.0564126654,0.0691170143,0.0534002168,1.0428081875,0.0125827507,-1.8092460477,0.0227652919,-0.0123298267,0.0,0.0,0.0,0.0,0.0,0.0,-0.3435085829,0.086,,0.202424542,334075620000000.0,4060633000000.0,6934877000000.0,1704690185000000.0
2024,7021361917,256279709970500.0,0.0115681234,12.2042929397,1.9209547958,3.3100231765,2.7144371004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1912333112,0.0101168526,0.0,0.0,0.0,0.654989906,0.0,0.394578427,0.3158618735,0.0,0.0233444091,0.0556524072,-0.0344160547,0.389734403,-0.345010094,0.1566198111,0.1457598003,0.0553966818,0.0704792335,0.0524889672,1.052692378,0.0141217992,-1.3100742975,0.0185006061,-0.011012296,0.0,0.0,0.0,0.0,0.0,0.0,-0.345010094,0.0903,,0.201496338,380289200000000.0,4869260000000.0,8397233000000.0,1953165486000000.0
2025,7280065210,293386627963000.0,0.0,11.0341814581,1.7429168737,3.2099349826,1.5175186858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910617657,0.0099906321,0.0,0.0,0.0,0.6664133282,0.0,0.4142735344,0.3336127424,0.0,0.021291287,0.0521367172,-0.0325250408,0.4237555744,-0.3335866718,0.1541147626,0.1381481211,0.0549692447,0.0731378794,0.0521050684,1.0674601938,0.0147397729,-0.9991060937,0.014726597,-0.0103853996,0.0,0.0,0.0,0.0,0.0,0.0,-0.3335866718,0.0918,,0.2181288071,469554645000000.0,5017341000000.0,10326526000000.0,2222991628000000.0
